time,seconds_elapsed,z,y,x
1741199040956061700,17.196061767578126,0.7103466561824083,-4.444372440743446,1.3615817827045917
1741199040966032400,17.206032470703125,0.9842875159591435,-4.431659089642763,1.4817407785236834
1741199040976003600,17.216003662109376,1.3442343420624732,-4.031241136941314,1.7126935604453086
1741199040985974500,17.225974609375,1.5547072305351495,-3.3950656323850152,1.820074323233962
1741199040995944400,17.2359443359375,1.6521207260608672,-2.524111650139093,1.7336252893149853
1741199041005915600,17.24591552734375,1.624481608507037,-1.5286322935581207,1.4374451252013445
1741199041015886600,17.255886474609376,1.4430290628135203,-0.6140075118899345,0.9343523954451084
1741199041025857800,17.26585791015625,1.1137976929694413,0.059710080075263974,0.22586218078434467
1741199041035827700,17.27582763671875,0.7285930914908647,0.2949363015323877,-0.6968886241942643
1741199041045798700,17.285798583984374,0.25136837796270844,0.06792436619102954,-1.8869184929728506
1741199041055769600,17.29576953125,-0.18089023563563822,-0.2810048068135977,-3.147654467615485
1741199041065740500,17.305740478515624,-0.48324178186058997,-0.7027256597846746,-4.333842858535051
1741199041075710500,17.31571044921875,-0.725353086656332,-1.125862809294462,-5.3510068081796165
1741199041085681700,17.325681640625,-0.9695464584231376,-1.6071476118683814,-6.246867852666973
1741199041095652600,17.335652587890625,-1.1682967603981493,-2.0180285063952206,-7.013320426952839
1741199041105623600,17.34562353515625,-1.3237503569602966,-2.221901558211446,-7.609273226714134
1741199041115593700,17.35559375,-1.412827985817194,-2.4062498253464697,-8.016129103508591
1741199041125564700,17.365564697265626,-1.4379659342050553,-2.5257652625650167,-8.243149806678295
1741199041135535400,17.375535400390625,-1.416487092846632,-2.5482950742810964,-8.342280042994021
1741199041145506600,17.385506591796876,-1.3553320746600628,-2.475897946590185,-8.376072422480583
1741199041155476500,17.3954765625,-1.3724749326407908,-2.366427518045902,-8.231219714909791
1741199041165447700,17.40544775390625,-1.461802736866474,-2.3701883318841457,-7.850105597615242
1741199041175418600,17.415418701171873,-1.559512584990263,-2.4535633651852606,-7.391748081642389
1741199041185388500,17.425388427734376,-1.6599439670324325,-2.53816180280149,-7.084283137926459
1741199041195359700,17.43535986328125,-1.8349264399290084,-2.433428339651227,-7.135271566885709
1741199041205330700,17.44533056640625,-1.9284148709654807,-2.051775293174386,-7.56004362412095
1741199041215301600,17.455301513671873,-1.9058907583378255,-1.3482190277844666,-8.175726375746727
1741199041225271800,17.465271728515624,-1.9688215540252625,-0.47747079724371433,-8.714955417767166
1741199041235242500,17.475242431640623,-2.4409211796246466,0.23043840265870094,-8.888307659113407
1741199041245213400,17.48521337890625,-2.9090146383225917,0.48724049610793585,-8.889463843411207
1741199041255184600,17.4951845703125,-3.464661146658659,0.15661094990372657,-8.730941506928206
1741199041265154600,17.505154541015624,-3.904938231539726,-0.5478840576410293,-8.595302033382653
1741199041275125500,17.51512548828125,-4.080478338319063,-1.2876046923458575,-8.43557324371934
1741199041285096700,17.5250966796875,-4.224368046076595,-2.068461055037379,-8.278982167559862
1741199041295067600,17.535067626953126,-4.3386452903807164,-2.902118449068069,-8.12185683839321
1741199041305037600,17.54503759765625,-4.232262306457757,-3.4158015464216467,-7.834398909917473
1741199041315008800,17.5550087890625,-4.019897320628166,-3.448892499640584,-7.390735689729452
1741199041324979500,17.5649794921875,-3.7154093468964096,-2.8200007223516703,-6.893905527499317
1741199041334950700,17.57495068359375,-3.2636440687954424,-1.7189380077928305,-6.355108447155356
1741199041344920600,17.584920654296877,-2.7887375690817833,-0.4781038344502449,-5.772609003207087
1741199041354891500,17.5948916015625,-2.5816636753976345,0.8325450488746166,-5.092373407649994
1741199041364862500,17.604862548828127,-2.594468211913109,2.0642957520514726,-4.306220107594132
1741199041374833400,17.61483349609375,-2.713561039805412,3.001117167958617,-3.371542717978358
1741199041384803300,17.62480322265625,-2.904247277790308,3.5445553521066904,-2.2928251062184573
1741199041394774500,17.6347744140625,-3.04445420538187,3.7101007190942763,-1.1581634889185428
1741199041404745200,17.6447451171875,-3.210784585267305,3.5950486910253763,-0.18727730632424353
1741199041414716200,17.654716064453126,-3.31381708971858,3.2502924197912213,0.5468897859066725
1741199041424686300,17.664686279296873,-3.3432921905279156,2.796382530876994,1.0496171894818545
1741199041434657300,17.6746572265625,-3.292690130537748,2.3110089976847172,1.472455648306012
1741199041444628200,17.684628173828123,-3.192631673461199,1.8367963254541158,1.9418208805054424
1741199041454599400,17.694599365234374,-2.9273873303592204,1.4317314237296581,2.4875498059391976
